A	0.000314	0.020594	0.000002	0.000002	0.999966	0.069432
B	0.628084	0.077041	0.000003	0.000003	0.000003	0.000003
C	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
D	0.009233	0.000003	0.000003	0.000003	0.000003	0.093009
E	0.012679	0.301658	0.000003	0.000003	0.000003	0.345257
F	0.173606	0.274978	0.000006	0.000006	0.000006	0.000006
G	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
H	0.000005	0.000005	0.000005	0.000005	0.000005	0.304722
I	0.000003	0.000897	0.982311	0.999968	0.000003	0.005190
J	0.064914	0.035484	0.000001	0.000001	0.000001	0.000001
K	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
L	0.001079	0.000001	0.000001	0.000001	0.000001	0.001381
M	0.000002	0.055417	0.007620	0.000002	0.000002	0.151050
N	0.110077	0.233919	0.010042	0.000003	0.000003	0.000003
O	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
P	0.000003	0.000003	0.000003	0.000003	0.000003	0.029946
