A	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
B	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
C	0.000001	0.000001	0.000001	0.000001	0.403830	0.000001
D	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
E	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
F	0.000000	0.000000	0.000000	0.000000	0.000000	0.027312
G	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
H	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
I	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
J	0.999986	0.000000	0.999986	0.000000	0.000000	0.000000
K	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
L	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
M	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
N	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
O	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
P	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Q	0.000001	0.000001	0.000001	0.999986	0.188463	0.010948
R	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
S	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
T	0.000001	0.000001	0.000001	0.000001	0.000001	0.961727
U	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
V	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
W	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
X	0.000000	0.999986	0.000000	0.000000	0.039682	0.000000
Y	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
Z	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
a	0.000001	0.000001	0.000001	0.000001	0.368013	0.000001
b	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
