A	0.003301	0.000001	0.000001	0.000001
B	0.000000	0.000000	0.000000	0.000000
C	0.000000	0.000000	0.000000	0.000000
D	0.078761	0.009247	0.000068	0.000001
E	0.594555	0.000001	0.314690	0.000001
F	0.000000	0.000000	0.000000	0.000000
G	0.000000	0.000000	0.000000	0.000000
H	0.000000	0.000000	0.000438	0.000000
I	0.017637	0.008375	0.000001	0.155690
J	0.000000	0.000000	0.000000	0.000000
K	0.000000	0.000000	0.000000	0.000000
L	0.105831	0.981867	0.684797	0.840168
M	0.005241	0.000001	0.000001	0.000001
N	0.000000	0.000000	0.000000	0.000000
O	0.000000	0.000000	0.000000	0.000000
P	0.194671	0.000505	0.000001	0.004135
