A	0.000001	0.000001	0.000001	0.000001
B	0.000001	0.000001	0.000001	0.000001
C	0.000004	0.000004	0.000004	0.000004
D	0.000003	0.000003	0.000003	0.000003
E	0.000001	0.000001	0.000001	0.000001
F	0.299318	0.187950	0.117450	0.000002
G	0.000004	0.000004	0.568726	0.000004
H	0.000000	0.000000	0.000000	0.000000
I	0.000001	0.000001	0.000001	0.000001
J	0.000002	0.000002	0.000002	0.000002
K	0.000005	0.000005	0.000005	0.000005
L	0.000001	0.000001	0.000001	0.000001
M	0.230859	0.165161	0.000003	0.000003
N	0.000002	0.000002	0.000002	0.000002
O	0.000000	0.000000	0.000000	0.000000
P	0.000001	0.000001	0.000001	0.000001
Q	0.000005	0.000005	0.000005	0.000005
R	0.000005	0.000005	0.000005	0.000005
S	0.000001	0.000001	0.000001	0.000001
T	0.469759	0.057580	0.097624	0.000005
U	0.000006	0.000006	0.000006	0.999931
V	0.000000	0.000000	0.000000	0.000000
W	0.000001	0.000001	0.000001	0.000001
X	0.000004	0.000004	0.000004	0.000004
Y	0.000006	0.000006	0.000006	0.000006
Z	0.000001	0.000001	0.000001	0.000001
a	0.000005	0.251827	0.000005	0.000005
b	0.000004	0.337428	0.216141	0.000004
