A	0.006984	0.000001	0.000001	0.000001
B	0.014640	0.000000	0.000000	0.000000
C	0.000000	0.000000	0.000000	0.000000
D	0.000001	0.000001	0.000001	0.000001
E	0.101028	0.000001	0.999991	0.000001
F	0.015136	0.000000	0.000000	0.000000
G	0.000010	0.000000	0.000000	0.000000
H	0.017232	0.000002	0.000000	0.000000
I	0.000001	0.999989	0.000001	0.000001
J	0.000000	0.000000	0.000000	0.000000
K	0.000000	0.000000	0.000000	0.000000
L	0.000001	0.000001	0.000001	0.000001
M	0.550747	0.000001	0.000001	0.000001
N	0.294211	0.000000	0.000000	0.000000
O	0.000005	0.000000	0.000000	0.000000
P	0.000002	0.000001	0.000001	0.999990
