A	0.000002	0.000002	0.000002	0.152801
B	0.000001	0.000001	0.000001	0.000001
C	0.000001	0.000001	0.000001	0.000001
D	0.000002	0.000002	0.000002	0.042087
E	0.149594	0.000002	0.000002	0.269732
F	0.000001	0.000001	0.000001	0.000001
G	0.000000	0.000000	0.000000	0.000000
H	0.000001	0.000001	0.000001	0.150756
I	0.000002	0.963708	0.000002	0.000002
J	0.000000	0.036278	0.000000	0.000000
K	0.000000	0.000000	0.000000	0.000000
L	0.000000	0.000000	0.000000	0.000000
M	0.202363	0.000002	0.729474	0.243355
N	0.318151	0.000001	0.000001	0.000001
O	0.000000	0.000000	0.000000	0.000000
P	0.329882	0.000001	0.270513	0.141261
