A	0.038514	0.006185	0.000001	0.000001
B	0.018948	0.005770	0.000001	0.000001
C	0.000005	0.000005	0.000005	0.000005
D	0.112924	0.375848	0.000001	0.053586
E	0.000857	0.000000	0.000000	0.000000
F	0.000384	0.000002	0.000002	0.000002
G	0.161926	0.053268	0.000003	0.000003
H	0.022246	0.003544	0.000000	0.000000
I	0.011095	0.000000	0.000000	0.000000
J	0.000003	0.000003	0.000003	0.000003
K	0.158593	0.257958	0.988242	0.933784
L	0.003572	0.000458	0.000000	0.000000
M	0.015658	0.000003	0.000003	0.000003
N	0.062196	0.050315	0.000002	0.004787
O	0.009727	0.011465	0.000000	0.003392
P	0.002315	0.000000	0.000000	0.000000
Q	0.000002	0.000002	0.000002	0.000002
R	0.158265	0.057246	0.000088	0.000502
S	0.002154	0.000676	0.000000	0.000000
T	0.000005	0.000005	0.000005	0.000005
U	0.021637	0.065782	0.005185	0.000325
V	0.053061	0.011687	0.000000	0.002712
W	0.011324	0.000000	0.000000	0.000000
X	0.000004	0.000004	0.000004	0.000004
Y	0.079145	0.099241	0.006443	0.000874
Z	0.004929	0.000525	0.000000	0.000000
a	0.002720	0.000004	0.000004	0.000004
b	0.047789	0.000002	0.000002	0.000002
