A	0.002425	0.000000	0.000000	0.000033	0.005465
B	0.144757	0.104779	0.252813	0.172270	0.061987
C	0.000096	0.000002	0.000002	0.000002	0.000096
D	0.000001	0.000001	0.063215	0.087533	0.109480
E	0.000000	0.000000	0.000000	0.000000	0.000000
F	0.045825	0.000878	0.000142	0.000001	0.000001
G	0.000382	0.000001	0.000001	0.000095	0.004290
H	0.000000	0.000000	0.000000	0.000000	0.004414
I	0.037723	0.406109	0.201181	0.141161	0.206991
J	0.000001	0.000001	0.000001	0.000001	0.000001
K	0.000001	0.000001	0.061674	0.200138	0.237740
L	0.000000	0.000000	0.000000	0.000000	0.000000
M	0.254416	0.186644	0.014372	0.000001	0.000001
N	0.000000	0.000000	0.000000	0.002857	0.002651
O	0.000000	0.000000	0.000000	0.000000	0.000131
P	0.326376	0.017287	0.093806	0.122629	0.009081
Q	0.000001	0.000001	0.000001	0.000001	0.000001
R	0.000000	0.000000	0.085136	0.101418	0.113084
S	0.000000	0.000000	0.000000	0.000000	0.000000
T	0.044904	0.032887	0.000001	0.000001	0.000001
U	0.041238	0.015458	0.000000	0.006211	0.016640
V	0.000000	0.000000	0.000000	0.000000	0.005224
W	0.022121	0.163822	0.192624	0.094049	0.087561
X	0.000001	0.000001	0.000001	0.000001	0.000001
Y	0.000000	0.000000	0.032969	0.071041	0.123590
Z	0.000000	0.000000	0.000000	0.000000	0.000000
a	0.079732	0.072126	0.002059	0.000001	0.000001
b	0.000001	0.000001	0.000001	0.000555	0.011566
